flight_number,date_utc,year,rocket,payload_mass_kg,orbit,launch_site,reused,flights,gridfins,legs,landing_success,success,upcoming
215,2018-11-22T00:00:00.000Z,2018,Falcon 9,9514.806679823043,LEO,KSC LC 39A,False,1,True,True,True,True,False
216,2018-11-27T00:00:00.000Z,2018,Falcon 9,,GTO,KSC LC 39A,False,1,True,True,True,True,False
217,2018-12-01T00:00:00.000Z,2018,Falcon 9,5190.712051219262,GTO,CCSFS SLC 40,False,1,True,True,False,True,False
218,2018-12-12T00:00:00.000Z,2018,Falcon 9,3498.295170075711,MEO,CCSFS SLC 40,False,1,True,True,False,True,False
219,2018-12-16T00:00:00.000Z,2018,Falcon 9,5998.121111249332,GTO,KSC LC 39A,False,1,True,True,False,False,False
220,2018-12-19T00:00:00.000Z,2018,Falcon 9,2373.4355640674166,ISS,KSC LC 39A,True,12,True,True,False,True,False
221,2018-12-19T00:00:00.000Z,2018,Falcon 9,6915.3405085340655,LEO,KSC LC 39A,False,1,True,True,True,True,False
222,2019-01-09T00:00:00.000Z,2019,Falcon 9,3604.356063731938,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
223,2019-01-09T00:00:00.000Z,2019,Falcon 9,13412.153629412656,LEO,CCSFS SLC 40,False,1,True,True,False,True,False
224,2019-01-20T00:00:00.000Z,2019,Falcon 9,4751.301745302566,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
225,2019-01-25T00:00:00.000Z,2019,Falcon 9,50.0,LEO,KSC LC 39A,False,1,False,False,,True,False
226,2019-02-09T00:00:00.000Z,2019,Falcon Heavy,6069.555219116448,GTO,KSC LC 39A,False,1,True,True,False,True,False
227,2019-02-16T00:00:00.000Z,2019,Falcon 9,2320.7444704325826,PO,KSC LC 39A,True,8,True,True,False,True,False
228,2019-02-19T00:00:00.000Z,2019,Falcon 9,3362.68023925578,LEO,KSC LC 39A,False,1,True,True,False,True,False
229,2019-02-20T00:00:00.000Z,2019,Falcon 9,3087.957465818313,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
230,2019-02-25T00:00:00.000Z,2019,Falcon 9,9958.642807269785,LEO,KSC LC 39A,True,10,True,True,True,True,False
231,2019-03-15T00:00:00.000Z,2019,Falcon 9,5429.8175482950155,GTO,KSC LC 39A,False,1,False,False,,False,False
232,2019-03-22T00:00:00.000Z,2019,Falcon 9,867.0945994088561,PO,VAFB SLC 4E,False,1,True,True,True,True,False
233,2019-04-20T00:00:00.000Z,2019,Falcon 9,9374.88953940387,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
234,2019-04-22T00:00:00.000Z,2019,Falcon 9,704.1907991703932,PO,CCSFS SLC 40,False,1,True,True,False,True,False
235,2019-04-26T00:00:00.000Z,2019,Falcon 9,2085.283804518491,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
236,2019-05-10T00:00:00.000Z,2019,Falcon 9,6846.839332910542,GTO,KSC LC 39A,False,1,True,True,True,True,False
237,2019-05-19T00:00:00.000Z,2019,Falcon 9,50.0,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
238,2019-05-23T00:00:00.000Z,2019,Falcon 9,5920.85334391092,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
239,2019-05-27T00:00:00.000Z,2019,Falcon 9,2837.3325954058255,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
240,2019-06-03T00:00:00.000Z,2019,Falcon 9,7432.660086335408,LEO,KSC LC 39A,True,5,True,True,True,True,False
241,2019-06-27T00:00:00.000Z,2019,Falcon 9,,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
242,2019-07-05T00:00:00.000Z,2019,Falcon 9,4007.7229997317672,MEO,KSC LC 39A,False,1,False,False,,True,False
243,2019-08-04T00:00:00.000Z,2019,Falcon 9,2370.1434196897117,LEO,KSC LC 39A,False,1,True,True,False,True,False
244,2019-09-01T00:00:00.000Z,2019,Falcon 9,1106.1083359087656,PO,CCSFS SLC 40,False,1,True,True,True,True,False
245,2019-09-22T00:00:00.000Z,2019,Falcon Heavy,10962.527580852247,LEO,KSC LC 39A,False,1,True,True,True,True,False
246,2019-09-23T00:00:00.000Z,2019,Falcon 9,6384.624585815585,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
247,2019-09-23T00:00:00.000Z,2019,Falcon 9,2440.1862820675183,ISS,VAFB SLC 4E,True,11,False,False,,False,False
248,2019-09-28T00:00:00.000Z,2019,Falcon 9,8811.564860399152,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
249,2019-10-09T00:00:00.000Z,2019,Falcon 9,,ISS,VAFB SLC 4E,True,12,True,True,True,True,False
250,2019-10-11T00:00:00.000Z,2019,Falcon 9,686.9589995343422,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
251,2019-11-02T00:00:00.000Z,2019,Falcon 9,,SSO,CCSFS SLC 40,False,1,False,False,,True,False
252,2019-12-01T00:00:00.000Z,2019,Falcon 9,16193.80798203329,VLEO,KSC LC 39A,True,8,True,True,True,True,False
253,2019-12-11T00:00:00.000Z,2019,Falcon Heavy,,LEO,KSC LC 39A,True,10,True,True,True,True,False
254,2019-12-18T00:00:00.000Z,2019,Falcon 9,8226.854549984928,GTO,VAFB SLC 4E,True,5,True,True,True,True,False
255,2020-01-08T00:00:00.000Z,2020,Falcon 9,2065.5344661378263,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
256,2020-01-12T00:00:00.000Z,2020,Falcon 9,6041.395002109528,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
257,2020-01-22T00:00:00.000Z,2020,Falcon 9,2428.2119442332964,PO,CCSFS SLC 40,False,1,True,True,False,True,False
258,2020-01-23T00:00:00.000Z,2020,Falcon 9,6320.125720885461,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
259,2020-02-12T00:00:00.000Z,2020,Falcon 9,6099.249788026044,GTO,CCSFS SLC 40,True,12,True,True,True,True,False
260,2020-02-12T00:00:00.000Z,2020,Falcon 9,968.4832701715749,PO,CCSFS SLC 40,True,11,True,True,True,True,False
261,2020-02-17T00:00:00.000Z,2020,Falcon 9,11090.363093727557,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
262,2020-03-10T00:00:00.000Z,2020,Falcon 9,14764.406363138096,LEO,KSC LC 39A,False,1,True,True,True,True,False
263,2020-03-12T00:00:00.000Z,2020,Falcon 9,3630.2957559037777,MEO,VAFB SLC 4E,False,1,True,True,True,True,False
264,2020-03-16T00:00:00.000Z,2020,Falcon 9,14994.482318906632,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
265,2020-03-19T00:00:00.000Z,2020,Falcon 9,2709.777462601951,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
266,2020-03-22T00:00:00.000Z,2020,Falcon 9,1483.5837059733133,PO,VAFB SLC 4E,False,1,True,True,True,True,False
267,2020-03-23T00:00:00.000Z,2020,Falcon Heavy,5852.823949953921,GTO,KSC LC 39A,True,4,True,True,True,True,False
268,2020-03-24T00:00:00.000Z,2020,Falcon 9,2535.8966557890135,MEO,KSC LC 39A,True,2,True,True,True,True,False
269,2020-03-27T00:00:00.000Z,2020,Falcon 9,4311.619167840031,GTO,CCSFS SLC 40,True,11,True,True,True,True,False
270,2020-04-04T00:00:00.000Z,2020,Falcon 9,2205.6864981443964,ISS,KSC LC 39A,False,1,True,True,True,True,False
271,2020-04-08T00:00:00.000Z,2020,Falcon 9,9531.981995756954,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
272,2020-04-13T00:00:00.000Z,2020,Falcon 9,685.0419630847264,PO,KSC LC 39A,False,1,True,True,True,True,False
273,2020-04-20T00:00:00.000Z,2020,Falcon 9,5206.303764437351,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
274,2020-04-28T00:00:00.000Z,2020,Falcon 9,6147.492143853526,LEO,CCSFS SLC 40,True,6,True,True,False,True,False
275,2020-04-28T00:00:00.000Z,2020,Falcon 9,10291.64913709524,LEO,KSC LC 39A,True,8,True,True,True,True,False
276,2020-05-01T00:00:00.000Z,2020,Falcon 9,15032.547256589874,VLEO,CCSFS SLC 40,False,1,True,True,False,True,False
277,2020-05-06T00:00:00.000Z,2020,Falcon Heavy,15829.092751349644,VLEO,KSC LC 39A,True,7,True,True,True,True,False
278,2020-05-09T00:00:00.000Z,2020,Falcon 9,5131.569763291747,GTO,KSC LC 39A,False,1,True,True,True,True,False
279,2020-05-18T00:00:00.000Z,2020,Falcon 9,7118.458930830757,GTO,CCSFS SLC 40,True,8,True,True,True,True,False
280,2020-05-23T00:00:00.000Z,2020,Falcon 9,2597.2550851353044,ISS,CCSFS SLC 40,False,1,False,False,,True,False
281,2020-05-25T00:00:00.000Z,2020,Falcon 9,50.0,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
282,2020-05-26T00:00:00.000Z,2020,Falcon 9,12752.781923377015,VLEO,CCSFS SLC 40,True,8,True,True,True,True,False
283,2020-06-11T00:00:00.000Z,2020,Falcon 9,5934.371949510198,GTO,VAFB SLC 4E,False,1,True,True,False,True,False
284,2020-06-21T00:00:00.000Z,2020,Falcon Heavy,3165.8845719778674,MEO,KSC LC 39A,True,10,False,False,,True,False
285,2020-06-22T00:00:00.000Z,2020,Falcon 9,1784.9665341479676,ISS,KSC LC 39A,False,1,True,True,False,True,False
286,2020-06-23T00:00:00.000Z,2020,Falcon 9,4454.289800560169,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
287,2020-07-07T00:00:00.000Z,2020,Falcon 9,5230.59588302345,GTO,KSC LC 39A,True,12,True,True,False,True,False
288,2020-08-03T00:00:00.000Z,2020,Falcon 9,3860.6884669157043,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
289,2020-08-03T00:00:00.000Z,2020,Falcon 9,1068.2049249208783,SSO,KSC LC 39A,False,1,False,False,,True,False
290,2020-08-04T00:00:00.000Z,2020,Falcon 9,6676.314043194961,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
291,2020-08-10T00:00:00.000Z,2020,Falcon 9,15056.929011787244,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
292,2020-08-15T00:00:00.000Z,2020,Falcon 9,13411.20400618653,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
293,2020-08-18T00:00:00.000Z,2020,Falcon 9,4787.945823592959,MEO,KSC LC 39A,True,11,False,False,,True,False
294,2020-08-24T00:00:00.000Z,2020,Falcon 9,3309.024934653571,ISS,VAFB SLC 4E,True,10,True,True,True,True,False
295,2020-08-26T00:00:00.000Z,2020,Falcon 9,1455.6824156644607,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
296,2020-09-04T00:00:00.000Z,2020,Falcon 9,4651.688541866819,LEO,CCSFS SLC 40,False,1,False,False,,True,False
297,2020-09-04T00:00:00.000Z,2020,Falcon 9,1098.529028162315,SSO,KSC LC 39A,True,6,True,True,True,True,False
298,2020-09-10T00:00:00.000Z,2020,Falcon 9,9505.732812788247,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
299,2020-09-15T00:00:00.000Z,2020,Falcon 9,2356.9428832163203,ISS,CCSFS SLC 40,False,1,True,True,False,True,False
300,2020-09-22T00:00:00.000Z,2020,Falcon 9,,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
301,2020-09-26T00:00:00.000Z,2020,Falcon 9,5792.389861966144,GTO,KSC LC 39A,True,10,True,True,False,True,False
302,2020-10-02T00:00:00.000Z,2020,Falcon 9,556.7022563268956,LEO,KSC LC 39A,True,9,True,True,True,True,False
303,2020-10-09T00:00:00.000Z,2020,Falcon 9,,ISS,VAFB SLC 4E,False,1,True,True,True,True,False
304,2020-10-10T00:00:00.000Z,2020,Falcon 9,14979.821320950625,LEO,KSC LC 39A,True,5,True,True,True,True,False
305,2020-10-12T00:00:00.000Z,2020,Falcon 9,8913.064989829445,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
306,2020-10-15T00:00:00.000Z,2020,Falcon 9,14330.033940324392,LEO,KSC LC 39A,True,6,False,False,,True,False
307,2020-10-17T00:00:00.000Z,2020,Falcon 9,1341.161748663837,PO,KSC LC 39A,True,6,False,False,,True,False
308,2020-10-17T00:00:00.000Z,2020,Falcon 9,,GTO,KSC LC 39A,False,1,True,True,True,True,False
309,2020-10-21T00:00:00.000Z,2020,Falcon 9,2572.5786764216346,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
310,2020-10-23T00:00:00.000Z,2020,Falcon 9,11994.67815552761,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
311,2020-10-28T00:00:00.000Z,2020,Falcon 9,5921.543297883854,LEO,KSC LC 39A,True,3,True,True,True,True,False
312,2020-11-01T00:00:00.000Z,2020,Falcon 9,6058.015492684221,GTO,KSC LC 39A,False,1,False,False,,True,False
313,2020-11-04T00:00:00.000Z,2020,Falcon 9,2485.3289087520357,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
314,2020-11-04T00:00:00.000Z,2020,Falcon 9,4446.019012866935,GTO,CCSFS SLC 40,False,1,True,True,False,True,False
315,2020-11-08T00:00:00.000Z,2020,Falcon 9,,LEO,KSC LC 39A,True,12,True,True,True,True,False
316,2020-11-09T00:00:00.000Z,2020,Falcon 9,2833.442980959643,ISS,CCSFS SLC 40,True,3,True,True,True,True,False
317,2020-11-18T00:00:00.000Z,2020,Falcon 9,4890.213988383791,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
318,2020-11-26T00:00:00.000Z,2020,Falcon 9,6059.7666440289995,MEO,VAFB SLC 4E,False,1,True,True,True,True,False
319,2020-12-04T00:00:00.000Z,2020,Falcon 9,388.5015603416605,LEO,KSC LC 39A,False,1,True,True,True,True,False
320,2020-12-21T00:00:00.000Z,2020,Falcon 9,3149.705198448222,ISS,KSC LC 39A,True,3,True,True,True,True,False
321,2020-12-25T00:00:00.000Z,2020,Falcon 9,13281.030546900212,LEO,KSC LC 39A,False,1,True,True,True,True,False
322,2021-01-11T00:00:00.000Z,2021,Falcon 9,2495.7401428545145,ISS,VAFB SLC 4E,True,7,True,True,True,True,False
323,2021-01-16T00:00:00.000Z,2021,Falcon 9,11971.075175296131,LEO,CCSFS SLC 40,True,2,True,True,True,False,False
324,2021-01-17T00:00:00.000Z,2021,Falcon 9,4292.258898907574,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
325,2021-01-20T00:00:00.000Z,2021,Falcon 9,620.4492069117149,SSO,KSC LC 39A,True,6,True,True,True,True,False
326,2021-01-25T00:00:00.000Z,2021,Falcon 9,1110.0713778533611,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
327,2021-01-26T00:00:00.000Z,2021,Falcon 9,5287.728623469254,GTO,KSC LC 39A,True,5,False,False,,True,False
328,2021-02-05T00:00:00.000Z,2021,Falcon 9,1624.8351262242468,SSO,KSC LC 39A,True,9,True,True,True,True,False
329,2021-02-09T00:00:00.000Z,2021,Falcon 9,1658.742402374341,ISS,CCSFS SLC 40,True,2,True,True,True,True,False
330,2021-02-14T00:00:00.000Z,2021,Falcon 9,1223.0982748085128,ISS,CCSFS SLC 40,True,6,True,True,True,True,False
331,2021-02-16T00:00:00.000Z,2021,Falcon 9,,GTO,KSC LC 39A,True,12,True,True,True,True,False
332,2021-02-17T00:00:00.000Z,2021,Falcon 9,3092.9873635228505,LEO,CCSFS SLC 40,True,7,True,True,False,True,False
333,2021-02-28T00:00:00.000Z,2021,Falcon 9,6126.770701740492,GTO,CCSFS SLC 40,True,11,True,True,True,True,False
334,2021-03-01T00:00:00.000Z,2021,Falcon 9,4205.156156495261,MEO,KSC LC 39A,True,7,True,True,True,True,False
335,2021-03-04T00:00:00.000Z,2021,Falcon 9,4815.908703028677,GTO,VAFB SLC 4E,True,9,False,False,,True,False
336,2021-03-13T00:00:00.000Z,2021,Falcon 9,683.9838774192112,SSO,KSC LC 39A,False,1,True,True,True,True,False
337,2021-03-15T00:00:00.000Z,2021,Falcon 9,5073.996046530184,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
338,2021-03-23T00:00:00.000Z,2021,Falcon 9,8372.23190838435,LEO,CCSFS SLC 40,False,1,True,True,True,False,False
339,2021-03-24T00:00:00.000Z,2021,Falcon 9,2593.1624033657536,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
340,2021-03-24T00:00:00.000Z,2021,Falcon 9,8613.162378140714,LEO,CCSFS SLC 40,False,1,True,True,False,True,False
341,2021-03-25T00:00:00.000Z,2021,Falcon 9,7935.496979696401,LEO,KSC LC 39A,True,11,True,True,True,True,False
342,2021-04-01T00:00:00.000Z,2021,Falcon 9,1721.3556965557298,PO,KSC LC 39A,True,10,True,True,True,True,False
343,2021-04-07T00:00:00.000Z,2021,Falcon 9,8874.134689191973,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
344,2021-04-09T00:00:00.000Z,2021,Falcon 9,5803.909316834225,GTO,CCSFS SLC 40,True,5,True,True,True,True,False
345,2021-04-12T00:00:00.000Z,2021,Falcon 9,2500.053418578183,ISS,KSC LC 39A,False,1,True,True,True,True,False
346,2021-04-17T00:00:00.000Z,2021,Falcon 9,7853.925189108588,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
347,2021-04-22T00:00:00.000Z,2021,Falcon Heavy,13669.324466092741,LEO,KSC LC 39A,True,6,True,True,True,True,False
348,2021-04-22T00:00:00.000Z,2021,Falcon 9,98.65367943231786,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
349,2021-04-28T00:00:00.000Z,2021,Falcon 9,10038.860336094933,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
350,2021-05-04T00:00:00.000Z,2021,Falcon 9,4743.0859635100605,LEO,KSC LC 39A,False,1,True,True,True,True,False
351,2021-05-05T00:00:00.000Z,2021,Falcon 9,6001.453455355181,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
352,2021-05-08T00:00:00.000Z,2021,Falcon 9,5603.125993321491,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
353,2021-05-17T00:00:00.000Z,2021,Falcon 9,4458.591051262887,GTO,CCSFS SLC 40,True,3,True,True,False,True,False
354,2021-05-19T00:00:00.000Z,2021,Falcon 9,2697.4250726865553,ISS,KSC LC 39A,True,12,True,True,True,True,False
355,2021-06-02T00:00:00.000Z,2021,Falcon 9,3781.9336349715622,MEO,VAFB SLC 4E,True,3,True,True,True,True,False
356,2021-06-06T00:00:00.000Z,2021,Falcon 9,944.8174224714771,SSO,KSC LC 39A,False,1,True,True,True,True,False
357,2021-06-09T00:00:00.000Z,2021,Falcon Heavy,7431.900292543486,LEO,KSC LC 39A,True,7,True,True,True,True,False
358,2021-06-11T00:00:00.000Z,2021,Falcon Heavy,11331.80096997707,VLEO,KSC LC 39A,True,12,True,True,True,True,False
359,2021-06-11T00:00:00.000Z,2021,Falcon 9,7730.655210368668,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
360,2021-06-12T00:00:00.000Z,2021,Falcon 9,,ISS,CCSFS SLC 40,True,4,True,True,True,True,False
361,2021-06-21T00:00:00.000Z,2021,Falcon 9,2322.9432064586276,ISS,VAFB SLC 4E,True,7,True,True,False,True,False
362,2021-07-02T00:00:00.000Z,2021,Falcon 9,11872.383685826504,LEO,CCSFS SLC 40,False,1,False,False,,True,False
363,2021-07-02T00:00:00.000Z,2021,Falcon 9,2617.0623838857327,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
364,2021-07-03T00:00:00.000Z,2021,Falcon 9,,SSO,KSC LC 39A,True,10,True,True,True,True,False
365,2021-07-05T00:00:00.000Z,2021,Falcon 9,10219.774550273563,LEO,KSC LC 39A,True,4,False,False,,True,False
366,2021-07-07T00:00:00.000Z,2021,Falcon 9,6205.676091925244,GTO,KSC LC 39A,False,1,True,True,False,True,False
367,2021-07-12T00:00:00.000Z,2021,Falcon 9,13062.197760670893,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
368,2021-07-12T00:00:00.000Z,2021,Falcon 9,2654.6976222075436,PO,KSC LC 39A,False,1,True,True,False,True,False
369,2021-07-13T00:00:00.000Z,2021,Falcon 9,5337.247493134347,GTO,KSC LC 39A,True,10,True,True,True,True,False
370,2021-07-27T00:00:00.000Z,2021,Falcon 9,7462.28640302002,LEO,VAFB SLC 4E,True,9,True,True,True,True,False
371,2021-08-06T00:00:00.000Z,2021,Falcon 9,3844.676787647074,MEO,KSC LC 39A,True,5,True,True,True,True,False
372,2021-08-19T00:00:00.000Z,2021,Falcon 9,5751.838238517212,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
373,2021-08-21T00:00:00.000Z,2021,Falcon 9,18618.97370448325,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
374,2021-08-26T00:00:00.000Z,2021,Falcon 9,6404.356037368889,LEO,KSC LC 39A,False,1,True,True,True,True,False
375,2021-08-27T00:00:00.000Z,2021,Falcon 9,8411.868976574875,LEO,VAFB SLC 4E,True,4,True,True,True,True,False
376,2021-09-01T00:00:00.000Z,2021,Falcon 9,5590.300860853405,GTO,VAFB SLC 4E,True,10,True,True,True,True,False
377,2021-09-04T00:00:00.000Z,2021,Falcon 9,2678.694665491962,ISS,CCSFS SLC 40,True,10,True,True,True,True,False
378,2021-09-04T00:00:00.000Z,2021,Falcon 9,3355.047599575267,ISS,VAFB SLC 4E,True,2,False,False,,True,False
379,2021-09-06T00:00:00.000Z,2021,Falcon 9,639.155203126912,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
380,2021-09-07T00:00:00.000Z,2021,Falcon 9,1246.339723014502,SSO,KSC LC 39A,False,1,True,True,True,True,False
381,2021-09-09T00:00:00.000Z,2021,Falcon 9,1333.5970747237989,PO,CCSFS SLC 40,False,1,True,True,True,True,False
382,2021-09-17T00:00:00.000Z,2021,Falcon 9,7422.143377259119,LEO,VAFB SLC 4E,True,5,True,True,True,True,False
383,2021-09-18T00:00:00.000Z,2021,Falcon 9,10195.030905884967,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
384,2021-09-20T00:00:00.000Z,2021,Falcon 9,9692.3308926311,LEO,KSC LC 39A,True,5,True,True,True,True,False
385,2021-10-04T00:00:00.000Z,2021,Falcon 9,8305.864870236313,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
386,2021-10-14T00:00:00.000Z,2021,Falcon 9,6404.259428821721,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
387,2021-10-15T00:00:00.000Z,2021,Falcon 9,1550.5180134360535,SSO,KSC LC 39A,True,6,True,True,True,True,False
388,2021-10-17T00:00:00.000Z,2021,Falcon Heavy,12108.085383062155,VLEO,KSC LC 39A,True,9,True,True,True,True,False
389,2021-10-19T00:00:00.000Z,2021,Falcon 9,,LEO,CCSFS SLC 40,False,1,False,False,,True,False
390,2021-10-20T00:00:00.000Z,2021,Falcon 9,5953.285258771649,GTO,VAFB SLC 4E,False,1,True,True,False,True,False
391,2021-11-02T00:00:00.000Z,2021,Falcon 9,1402.9673981752517,PO,KSC LC 39A,False,1,True,True,True,True,False
392,2021-11-06T00:00:00.000Z,2021,Falcon Heavy,3992.5483165221794,GTO,KSC LC 39A,False,1,True,True,True,True,False
393,2021-11-08T00:00:00.000Z,2021,Falcon 9,3683.1363933860243,MEO,VAFB SLC 4E,True,2,True,True,True,True,False
394,2021-11-09T00:00:00.000Z,2021,Falcon 9,486.64827750026166,SSO,VAFB SLC 4E,True,8,True,True,True,True,False
395,2021-11-11T00:00:00.000Z,2021,Falcon 9,5014.425277206645,GTO,VAFB SLC 4E,True,10,True,True,True,True,False
396,2021-11-15T00:00:00.000Z,2021,Falcon 9,13543.677458935425,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
397,2021-11-26T00:00:00.000Z,2021,Falcon 9,2682.2584453103145,ISS,KSC LC 39A,False,1,True,True,True,True,False
398,2021-12-07T00:00:00.000Z,2021,Falcon 9,4108.981756951057,MEO,VAFB SLC 4E,False,1,True,True,True,True,False
399,2021-12-10T00:00:00.000Z,2021,Falcon 9,1220.3901821962916,ISS,KSC LC 39A,True,10,True,True,True,True,False
400,2021-12-11T00:00:00.000Z,2021,Falcon 9,13872.54719980891,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
401,2021-12-15T00:00:00.000Z,2021,Falcon 9,1329.805673951607,SSO,KSC LC 39A,True,12,True,True,True,True,False
402,2021-12-17T00:00:00.000Z,2021,Falcon 9,13993.276807303993,VLEO,CCSFS SLC 40,True,10,True,True,True,True,False
403,2021-12-20T00:00:00.000Z,2021,Falcon 9,50.0,LEO,KSC LC 39A,False,1,True,True,True,True,False
404,2021-12-21T00:00:00.000Z,2021,Falcon 9,4820.473416209649,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
405,2021-12-21T00:00:00.000Z,2021,Falcon 9,1113.0811499526917,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
406,2021-12-21T00:00:00.000Z,2021,Falcon 9,2489.777266397522,ISS,KSC LC 39A,False,1,True,True,True,True,False
407,2021-12-25T00:00:00.000Z,2021,Falcon 9,4630.929611620957,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
408,2022-01-02T00:00:00.000Z,2022,Falcon 9,,LEO,CCSFS SLC 40,True,10,True,True,True,False,False
409,2022-01-06T00:00:00.000Z,2022,Falcon 9,7805.868451687508,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
410,2022-01-08T00:00:00.000Z,2022,Falcon 9,902.1488243985663,PO,VAFB SLC 4E,True,7,True,True,True,True,False
411,2022-01-09T00:00:00.000Z,2022,Falcon 9,6103.199311292432,GTO,KSC LC 39A,False,1,True,True,True,True,False
412,2022-01-13T00:00:00.000Z,2022,Falcon 9,4297.94701842738,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
413,2022-01-15T00:00:00.000Z,2022,Falcon 9,16185.590215449258,VLEO,KSC LC 39A,True,10,True,True,True,True,False
414,2022-01-18T00:00:00.000Z,2022,Falcon 9,19214.35345514459,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
415,2022-01-21T00:00:00.000Z,2022,Falcon 9,,SSO,CCSFS SLC 40,True,10,True,True,True,True,False
416,2022-01-22T00:00:00.000Z,2022,Falcon 9,1432.74838708314,SSO,CCSFS SLC 40,True,6,True,True,True,True,False
417,2022-01-26T00:00:00.000Z,2022,Falcon 9,5488.572877642429,GTO,KSC LC 39A,True,6,True,True,True,True,False
418,2022-01-26T00:00:00.000Z,2022,Falcon 9,9849.369990635052,LEO,KSC LC 39A,True,7,True,True,True,True,False
419,2022-02-01T00:00:00.000Z,2022,Falcon 9,5528.50316648013,LEO,KSC LC 39A,True,7,False,False,,True,False
420,2022-02-03T00:00:00.000Z,2022,Falcon 9,,LEO,KSC LC 39A,False,1,False,False,,True,False
421,2022-02-06T00:00:00.000Z,2022,Falcon 9,2430.2804293841477,ISS,CCSFS SLC 40,True,7,True,True,True,True,False
422,2022-02-07T00:00:00.000Z,2022,Falcon 9,3468.327990717008,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
423,2022-02-11T00:00:00.000Z,2022,Falcon 9,3604.0033862565133,LEO,KSC LC 39A,True,12,True,True,True,True,False
424,2022-02-12T00:00:00.000Z,2022,Falcon 9,4109.868996989231,MEO,KSC LC 39A,False,1,True,True,True,True,False
425,2022-02-16T00:00:00.000Z,2022,Falcon 9,16856.825531878094,VLEO,CCSFS SLC 40,True,7,True,True,True,True,False
426,2022-02-17T00:00:00.000Z,2022,Falcon 9,4330.236990556532,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
427,2022-02-17T00:00:00.000Z,2022,Falcon 9,6337.340071860603,GTO,CCSFS SLC 40,False,1,True,True,False,True,False
428,2022-02-20T00:00:00.000Z,2022,Falcon 9,5429.888385381182,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
429,2022-02-22T00:00:00.000Z,2022,Falcon 9,2701.779528405436,ISS,VAFB SLC 4E,True,11,True,True,True,True,False
